|   ID | total |                                                                           param |      local      |      global     |       compiles |         time |          J |  GFLOP/s |     GFLOP/watt |            status |
x------x-------x---------------------------------------------------------------------------------x-----------------x-----------------x----------------x--------------x------------x----------x----------------x-------------------x
|  270 |   578 |    0   32   64   32   16    8   16    8    2    2    4    0    0    1    1    1 |      16       8 |    2048     512 |   OK     13 ms |     16.55 ms |       3.26 |   8301.2 |           42.2 |     results match |
|  271 |   578 |    0   32   64   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      8 ms |     29.58 ms |       5.82 |   4646.3 |           23.6 |     results match |
|  272 |   578 |    0   32   64   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     10 ms |     25.50 ms |       5.03 |   5389.4 |           27.3 |     results match |
|  273 |   578 |    0   32   64   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     24.53 ms |       4.83 |   5602.1 |           28.4 |     results match |
|  274 |   578 |    0   32   64   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    2048    1024 |   OK      9 ms |     19.35 ms |       3.82 |   7100.3 |           36.0 |     results match |
|  275 |   578 |    0   32   64   32   16   16   16   16    2    1    4    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      8 ms |     22.09 ms |       4.34 |   6221.0 |           31.7 |     results match |
|  276 |   578 |    0   32   64   32   16   16   16   16    2    1    4    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     10 ms |     17.78 ms |       3.51 |   7730.8 |           39.1 |     results match |
|  277 |   578 |    0   32   64   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    1024 |   OK     12 ms |     28.90 ms |       5.67 |   4755.8 |           24.2 |     results match |
|  278 |   578 |    0   32   64   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     10 ms |     19.15 ms |       3.80 |   7176.0 |           36.2 |     results match |
|  279 |   578 |    0   32   64   32   16   16   16   16    2    2    2    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     27.01 ms |       5.34 |   5087.1 |           25.7 |     results match |
|  280 |   578 |    0   32   64   32   16   16   16   16    2    2    2    0    0    1    1    1 |      16      16 |    2048    1024 |   OK      9 ms |     18.27 ms |       3.62 |   7523.2 |           37.9 |     results match |
|  281 |   578 |    0   32   64   32   16   16   16   16    2    2    4    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     21.28 ms |       4.18 |   6457.4 |           32.9 |     results match |
|  282 |   578 |    0   32   64   32   16   16   16   16    2    2    4    0    0    1    1    1 |      16      16 |    2048    1024 |   OK      9 ms |     17.21 ms |       3.39 |   7986.9 |           40.5 |     results match |
|  283 |   578 |    0   32   64   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    2048    2048 |   OK     10 ms |     38.48 ms |       7.59 |   3571.6 |           18.1 |     results match |
|  284 |   578 |    0   32   64   32   16   32   16   32    2    1    1    0    0    1    1    1 |      16      32 |    2048    2048 |   OK      8 ms |     28.53 ms |       5.62 |   4816.9 |           24.4 |     results match |
|  285 |   578 |    0   32   64   32   16   32   16   32    2    1    2    0    0    0    0    1 |      16      32 |    2048    2048 |   OK      8 ms |     32.22 ms |       6.36 |   4264.5 |           21.6 |     results match |
|  286 |   578 |    0   32   64   32   16   32   16   32    2    1    2    0    0    1    1    1 |      16      32 |    2048    2048 |   OK     19 ms |     22.81 ms |       4.50 |   6024.8 |           30.5 |     results match |
|  287 |   578 |    0   32   64   32   16   32   16   32    2    2    1    0    0    0    0    1 |      16      32 |    2048    2048 |   OK      9 ms |     33.89 ms |       6.69 |   4054.5 |           20.6 |     results match |
|  288 |   578 |    0   32   64   32   16   32   16   32    2    2    1    0    0    1    1    1 |      16      32 |    2048    2048 |   OK      9 ms |     22.46 ms |       4.43 |   6118.8 |           31.0 |     results match |
|  289 |   578 |    0   32   64   32   16   32   16   32    2    2    2    0    0    0    0    1 |      16      32 |    2048    2048 |   OK      9 ms |     27.71 ms |       5.47 |   4959.1 |           25.1 |     results match |
|  290 |   578 |    0   32   64   32   16   32   16   32    2    2    2    0    0    1    1    1 |      16      32 |    2048    2048 |   OK      9 ms |     21.40 ms |       4.22 |   6422.5 |           32.5 |     results match |
|  291 |   578 |    0   32   64   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    4096     512 |   OK      9 ms |     40.33 ms |       7.95 |   3407.4 |           17.3 |     results match |
|  292 |   578 |    0   32   64   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    4096     512 |   OK     10 ms |     35.33 ms |       6.93 |   3889.5 |           19.8 |     results match |
|  293 |   578 |    0   32   64   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    4096     512 |   OK      9 ms |     30.34 ms |       5.97 |   4529.4 |           23.0 |     results match |
|  294 |   578 |    0   32   64   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    4096     512 |   OK     10 ms |     22.81 ms |       4.50 |   6025.4 |           30.5 |     results match |
|  295 |   578 |    0   32   64   32   32    8   32    8    2    1    4    0    0    0    0    1 |      32       8 |    4096     512 |   OK      9 ms |     29.29 ms |       5.79 |   4691.7 |           23.7 |     results match |
|  296 |   578 |    0   32   64   32   32    8   32    8    2    1    4    0    0    1    1    1 |      32       8 |    4096     512 |   OK     10 ms |     20.29 ms |       4.01 |   6774.4 |           34.3 |     results match |
|  297 |   578 |    0   32   64   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    4096    1024 |   OK     14 ms |     44.81 ms |       8.85 |   3066.7 |           15.5 |     results match |
|  298 |   578 |    0   32   64   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    4096    1024 |   OK     12 ms |     34.21 ms |       6.77 |   4017.6 |           20.3 |     results match |
|  299 |   578 |    0   32   64   32   32   16   32   16    2    1    2    0    0    0    0    1 |      32      16 |    4096    1024 |   OK     12 ms |     36.83 ms |       7.27 |   3731.5 |           18.9 |     results match |
|  300 |   578 |    0   32   64   32   32   16   32   16    2    1    2    0    0    1    1    1 |      32      16 |    4096    1024 |   OK     11 ms |     23.66 ms |       4.65 |   5807.7 |           29.6 |     results match |
|  301 |   578 |    0   32   64   32   32   16   32   16    2    1    4    0    0    0    0    1 |      32      16 |    4096    1024 |   OK     11 ms |     32.02 ms |       6.33 |   4291.6 |           21.7 |     results match |
|  302 |   578 |    0   32   64   32   32   16   32   16    2    1    4    0    0    1    1    1 |      32      16 |    4096    1024 |   OK     12 ms |     21.67 ms |       4.26 |   6341.9 |           32.3 |     results match |
|  303 |   578 |    0   32   64   32   32   32   32   32    2    1    1    0    0    0    0    1 |      32      32 |    4096    2048 |   OK     12 ms |     56.57 ms |      11.22 |   2429.0 |           12.2 |     results match |
|  304 |   578 |    0   32   64   32   32   32   32   32    2    1    1    0    0    1    1    1 |      32      32 |    4096    2048 |   OK      9 ms |     37.38 ms |       7.43 |   3676.0 |           18.5 |     results match |
|  305 |   578 |    0   32   64   32   32   32   32   32    2    1    2    0    0    0    0    1 |      32      32 |    4096    2048 |   OK     13 ms |     42.26 ms |       8.36 |   3252.2 |           16.4 |     results match |
|  306 |   578 |    0   32   64   32   32   32   32   32    2    1    2    0    0    1    1    1 |      32      32 |    4096    2048 |   OK      9 ms |     27.73 ms |       5.50 |   4955.9 |           25.0 |     results match |
|  307 |   578 |    0   64   16   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |     512    2048 |   OK      9 ms |     32.49 ms |       6.38 |   4229.6 |           21.6 |     results match |
|  308 |   578 |    0   64   16   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |     512    2048 |   OK     12 ms |     46.94 ms |       9.21 |   2927.4 |           14.9 |     results match |
|  309 |   578 |    0   64   16   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |     512    2048 |   OK     11 ms |     31.79 ms |       6.24 |   4323.3 |           22.0 |     results match |
|  310 |   578 |    0   64   16   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |     512    2048 |   OK     11 ms |     44.40 ms |       8.69 |   3094.9 |           15.8 |     results match |
|  311 |   578 |    0   64   16   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |     512    2048 |   OK     11 ms |     28.82 ms |       5.66 |   4767.9 |           24.3 |     results match |
|  312 |   578 |    0   64   16   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |     512    2048 |   OK     19 ms |     36.84 ms |       7.26 |   3729.8 |           18.9 |     results match |
|  313 |   578 |    0   64   16   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |     512    2048 |   OK     11 ms |     27.88 ms |       5.48 |   4929.9 |           25.1 |     results match |
|  314 |   578 |    0   64   16   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |     512    2048 |   OK      9 ms |     35.79 ms |       7.06 |   3839.5 |           19.5 |     results match |
|  315 |   578 |    0   64   16   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |     512    2048 |   OK     11 ms |     26.93 ms |       5.29 |   5102.3 |           26.0 |     results match |
|  316 |   578 |    0   64   16   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |     512    2048 |   OK      9 ms |     32.56 ms |       6.43 |   4220.3 |           21.4 |     results match |
|  317 |   578 |    0   64   16   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |     512    2048 |   OK     10 ms |     27.62 ms |       5.42 |   4975.3 |           25.4 |     results match |
|  318 |   578 |    0   64   16   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |     512    2048 |   OK     11 ms |     31.85 ms |       6.30 |   4314.7 |           21.8 |     results match |
|  319 |   578 |    0   64   16   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |     512    4096 |   OK     11 ms |     50.68 ms |       9.92 |   2711.6 |           13.9 |     results match |
|  320 |   578 |    0   64   16   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |     512    4096 |   OK     10 ms |     60.56 ms |      11.93 |   2269.3 |           11.5 |     results match |
|  321 |   578 |    0   64   16   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |     512    4096 |   OK      9 ms |     46.83 ms |       9.18 |   2934.3 |           15.0 |     results match |
|  322 |   578 |    0   64   16   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |     512    4096 |   OK      9 ms |     52.53 ms |      10.27 |   2616.0 |           13.4 |     results match |
|  323 |   578 |    0   64   16   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |     512    4096 |   OK     10 ms |     45.41 ms |       8.95 |   3026.1 |           15.4 |     results match |
|  324 |   578 |    0   64   16   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |     512    4096 |   OK     12 ms |     48.68 ms |       9.55 |   2823.0 |           14.4 |     results match |
|  325 |   578 |    0   64   16   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    1024    2048 |   OK     12 ms |     33.39 ms |       6.55 |   4115.1 |           21.0 |     results match |
|  326 |   578 |    0   64   16   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    1024    2048 |   OK     10 ms |     40.90 ms |       8.09 |   3360.1 |           17.0 |     results match |
|  327 |   578 |    0   64   16   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    1024    2048 |   OK     16 ms |     32.19 ms |       6.29 |   4269.3 |           21.8 |     results match |
|  328 |   578 |    0   64   16   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    1024    2048 |   OK      9 ms |     37.57 ms |       7.40 |   3658.1 |           18.6 |     results match |
|  329 |   578 |    0   64   16   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    1024    2048 |   OK      9 ms |     33.23 ms |       6.52 |   4136.0 |           21.1 |     results match |
|  330 |   578 |    0   64   16   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    1024    2048 |   OK     10 ms |     33.82 ms |       6.67 |   4063.8 |           20.6 |     results match |
|  331 |   578 |    0   64   16   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    1024    2048 |   OK      9 ms |     31.69 ms |       6.24 |   4336.9 |           22.0 |     results match |
|  332 |   578 |    0   64   16   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    1024    2048 |   OK     11 ms |     33.19 ms |       6.56 |   4140.3 |           20.9 |     results match |
|  333 |   578 |    0   64   16   32   16    8   16    8    2    4    1    0    0    0    0    1 |      16       8 |    1024    2048 |   OK     10 ms |     28.09 ms |       5.49 |   4892.1 |           25.0 |     results match |
|  334 |   578 |    0   64   16   32   16    8   16    8    2    4    1    0    0    1    1    1 |      16       8 |    1024    2048 |   OK     10 ms |     25.45 ms |       5.01 |   5399.8 |           27.4 |     results match |
|  335 |   578 |    0   64   16   32   16    8   16    8    2    4    2    0    0    0    0    1 |      16       8 |    1024    2048 |   OK      9 ms |     24.34 ms |       4.79 |   5646.6 |           28.7 |     results match |
|  336 |   578 |    0   64   16   32   16    8   16    8    2    4    2    0    0    1    1    1 |      16       8 |    1024    2048 |   OK      9 ms |     24.55 ms |       4.85 |   5597.4 |           28.3 |     results match |
|  337 |   578 |    0   64   16   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    1024    4096 |   OK     11 ms |     54.52 ms |      10.71 |   2520.4 |           12.8 |     results match |
|  338 |   578 |    0   64   16   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    1024    4096 |   OK     11 ms |     56.45 ms |      11.03 |   2434.2 |           12.5 |     results match |
|  339 |   578 |    0   64   16   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    1024    4096 |   OK     10 ms |     49.89 ms |       9.85 |   2754.2 |           14.0 |     results match |
|  340 |   578 |    0   64   16   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    1024    4096 |   OK     12 ms |     51.65 ms |      10.15 |   2660.6 |           13.5 |     results match |
|  341 |   578 |    0   64   16   32   16   16   16   16    2    4    1    0    0    0    0    1 |      16      16 |    1024    4096 |   OK     11 ms |     36.13 ms |       7.10 |   3803.8 |           19.4 |     results match |
|  342 |   578 |    0   64   16   32   16   16   16   16    2    4    1    0    0    1    1    1 |      16      16 |    1024    4096 |   OK     12 ms |     35.10 ms |       6.93 |   3915.1 |           19.8 |     results match |
|  343 |   578 |    0   64   16   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    2048    2048 |   OK      9 ms |     42.90 ms |       8.47 |   3203.2 |           16.2 |     results match |
|  344 |   578 |    0   64   16   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    2048    2048 |   OK     12 ms |     41.47 ms |       8.23 |   3313.9 |           16.7 |     results match |
|  345 |   578 |    0   64   16   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    2048    2048 |   OK     10 ms |     39.22 ms |       7.72 |   3503.7 |           17.8 |     results match |
|  346 |   578 |    0   64   16   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    2048    2048 |   OK     10 ms |     36.35 ms |       7.16 |   3781.0 |           19.2 |     results match |
|  347 |   578 |    0   64   16   32   32    8   32    8    2    2    1    0    0    0    0    1 |      32       8 |    2048    2048 |   OK      9 ms |     37.36 ms |       7.33 |   3678.7 |           18.8 |     results match |
|  348 |   578 |    0   64   16   32   32    8   32    8    2    2    1    0    0    1    1    1 |      32       8 |    2048    2048 |   OK      9 ms |     26.89 ms |       5.30 |   5111.4 |           25.9 |     results match |
|  349 |   578 |    0   64   16   32   32    8   32    8    2    2    2    0    0    0    0    1 |      32       8 |    2048    2048 |   OK      9 ms |     30.92 ms |       6.10 |   4444.8 |           22.5 |     results match |
|  350 |   578 |    0   64   16   32   32    8   32    8    2    2    2    0    0    1    1    1 |      32       8 |    2048    2048 |   OK     10 ms |     26.40 ms |       5.21 |   5204.4 |           26.4 |     results match |
|  351 |   578 |    0   64   16   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    2048    4096 |   OK     10 ms |     64.91 ms |      12.80 |   2117.3 |           10.7 |     results match |
|  352 |   578 |    0   64   16   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    2048    4096 |   OK     11 ms |     57.97 ms |      11.44 |   2370.5 |           12.0 |     results match |
|  353 |   578 |    0   64   16   32   32   16   32   16    2    2    1    0    0    0    0    1 |      32      16 |    2048    4096 |   OK     10 ms |     45.42 ms |       8.97 |   3025.4 |           15.3 |     results match |
|  354 |   578 |    0   64   16   32   32   16   32   16    2    2    1    0    0    1    1    1 |      32      16 |    2048    4096 |   OK      9 ms |     40.07 ms |       7.92 |   3429.4 |           17.3 |     results match |
|  355 |   578 |    0   64   32   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |     512    1024 |   OK     12 ms |     21.40 ms |       4.20 |   6420.1 |           32.7 |     results match |
|  356 |   578 |    0   64   32   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |     512    1024 |   OK     11 ms |     28.82 ms |       5.70 |   4769.0 |           24.1 |     results match |
|  357 |   578 |    0   64   32   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |     512    1024 |   OK     12 ms |     20.69 ms |       4.09 |   6642.3 |           33.6 |     results match |
|  358 |   578 |    0   64   32   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |     512    1024 |   OK     12 ms |     26.52 ms |       5.24 |   5182.0 |           26.2 |     results match |
|  359 |   578 |    0   64   32   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |     512    1024 |   OK     10 ms |     19.02 ms |       3.75 |   7223.6 |           36.6 |     results match |
|  360 |   578 |    0   64   32   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |     512    1024 |   OK      9 ms |     25.75 ms |       5.08 |   5337.0 |           27.0 |     results match |
|  361 |   578 |    0   64   32   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |     512    1024 |   OK     10 ms |     19.30 ms |       3.83 |   7118.7 |           35.9 |     results match |
|  362 |   578 |    0   64   32   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |     512    1024 |   OK     10 ms |     22.68 ms |       4.48 |   6059.8 |           30.7 |     results match |
|  363 |   578 |    0   64   32   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |     512    1024 |   OK     11 ms |     19.86 ms |       3.93 |   6919.9 |           35.0 |     results match |
|  364 |   578 |    0   64   32   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |     512    1024 |   OK      9 ms |     22.38 ms |       4.42 |   6140.8 |           31.1 |     results match |
|  365 |   578 |    0   64   32   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |     512    1024 |   OK      9 ms |     18.26 ms |       3.60 |   7525.4 |           38.1 |     results match |
|  366 |   578 |    0   64   32   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |     512    1024 |   OK      9 ms |     21.57 ms |       4.25 |   6370.8 |           32.3 |     results match |
|  367 |   578 |    0   64   32   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |     512    1024 |   OK     12 ms |     19.05 ms |       3.77 |   7212.6 |           36.5 |     results match |
|  368 |   578 |    0   64   32   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |     512    1024 |   OK     11 ms |     20.08 ms |       3.95 |   6843.4 |           34.8 |     results match |
|  369 |   578 |    0   64   32   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |     512    1024 |   OK     11 ms |     19.00 ms |       3.75 |   7232.3 |           36.7 |     results match |
|  370 |   578 |    0   64   32   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |     512    1024 |   OK      9 ms |     19.57 ms |       3.90 |   7021.8 |           35.3 |     results match |
|  371 |   578 |    0   64   32   32    8    8    8    8    2    4    4    0    0    0    0    1 |       8       8 |     512    1024 |   OK      9 ms |     17.68 ms |       3.48 |   7774.3 |           39.5 |     results match |
|  372 |   578 |    0   64   32   32    8    8    8    8    2    4    4    0    0    1    1    1 |       8       8 |     512    1024 |   OK     10 ms |     19.33 ms |       3.83 |   7110.6 |           35.9 |     results match |
|  373 |   578 |    0   64   32   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |     512    2048 |   OK      9 ms |     28.45 ms |       5.61 |   4829.8 |           24.5 |     results match |
|  374 |   578 |    0   64   32   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |     512    2048 |   OK     10 ms |     34.73 ms |       6.81 |   3957.0 |           20.2 |     results match |
|  375 |   578 |    0   64   32   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |     512    2048 |   OK     14 ms |     28.05 ms |       5.52 |   4898.8 |           24.9 |     results match |
|  376 |   578 |    0   64   32   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |     512    2048 |   OK      9 ms |     32.81 ms |       6.41 |   4187.9 |           21.4 |     results match |
|  377 |   578 |    0   64   32   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |     512    2048 |   OK     14 ms |     27.20 ms |       5.36 |   5052.2 |           25.6 |     results match |
|  378 |   578 |    0   64   32   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |     512    2048 |   OK     11 ms |     28.89 ms |       5.69 |   4757.0 |           24.1 |     results match |
|  379 |   578 |    0   64   32   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |     512    2048 |   OK     12 ms |     26.31 ms |       5.17 |   5222.3 |           26.6 |     results match |
|  380 |   578 |    0   64   32   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |     512    2048 |   OK     10 ms |     28.27 ms |       5.53 |   4861.3 |           24.8 |     results match |
|  381 |   578 |    0   64   32   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |     512    2048 |   OK     11 ms |     26.27 ms |       5.18 |   5232.0 |           26.5 |     results match |
|  382 |   578 |    0   64   32   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |     512    2048 |   OK     10 ms |     26.72 ms |       5.28 |   5143.1 |           26.0 |     results match |
|  383 |   578 |    0   64   32   32    8   16    8   16    2    4    2    0    0    0    0    1 |       8      16 |     512    2048 |   OK     10 ms |     25.24 ms |       4.98 |   5444.3 |           27.6 |     results match |
|  384 |   578 |    0   64   32   32    8   16    8   16    2    4    2    0    0    1    1    1 |       8      16 |     512    2048 |   OK     16 ms |     26.39 ms |       5.20 |   5208.2 |           26.4 |     results match |
|  385 |   578 |    0   64   32   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |     512    4096 |   OK     10 ms |     49.13 ms |       9.63 |   2796.9 |           14.3 |     results match |
|  386 |   578 |    0   64   32   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |     512    4096 |   OK      9 ms |     50.23 ms |       9.85 |   2735.8 |           14.0 |     results match |
|  387 |   578 |    0   64   32   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |     512    4096 |   OK     14 ms |     44.47 ms |       8.61 |   3090.2 |           16.0 |     results match |
|  388 |   578 |    0   64   32   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |     512    4096 |   OK     13 ms |     45.72 ms |       8.92 |   3005.8 |           15.4 |     results match |
|  389 |   578 |    0   64   32   32    8   32    8   32    2    4    1    0    0    0    0    1 |       8      32 |     512    4096 |   OK     10 ms |     43.34 ms |       8.51 |   3170.7 |           16.2 |     results match |
|  390 |   578 |    0   64   32   32    8   32    8   32    2    4    1    0    0    1    1    1 |       8      32 |     512    4096 |   OK     11 ms |     43.92 ms |       8.59 |   3128.8 |           16.0 |     results match |
|  391 |   578 |    0   64   32   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     11 ms |     23.37 ms |       4.61 |   5881.0 |           29.8 |     results match |
|  392 |   578 |    0   64   32   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     10 ms |     26.00 ms |       5.13 |   5285.5 |           26.8 |     results match |
|  393 |   578 |    0   64   32   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    1024    1024 |   OK      9 ms |     23.43 ms |       4.61 |   5865.6 |           29.8 |     results match |
|  394 |   578 |    0   64   32   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    1024    1024 |   OK      9 ms |     22.94 ms |       4.52 |   5990.3 |           30.4 |     results match |
|  395 |   578 |    0   64   32   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     11 ms |     21.04 ms |       4.14 |   6532.8 |           33.2 |     results match |
|  396 |   578 |    0   64   32   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    1024    1024 |   OK      9 ms |     22.17 ms |       4.35 |   6199.5 |           31.6 |     results match |
|  397 |   578 |    0   64   32   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     10 ms |     22.56 ms |       4.42 |   6092.2 |           31.1 |     results match |
|  398 |   578 |    0   64   32   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     10 ms |     21.17 ms |       4.16 |   6490.0 |           33.0 |     results match |
|  399 |   578 |    0   64   32   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     13 ms |     21.62 ms |       4.26 |   6355.3 |           32.3 |     results match |
|  400 |   578 |    0   64   32   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     12 ms |     20.45 ms |       4.03 |   6718.6 |           34.1 |     results match |
|  401 |   578 |    0   64   32   32   16    8   16    8    2    2    4    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     10 ms |     20.04 ms |       3.98 |   6856.8 |           34.6 |     results match |
|  402 |   578 |    0   64   32   32   16    8   16    8    2    2    4    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     10 ms |     19.68 ms |       3.88 |   6982.8 |           35.4 |     results match |
|  403 |   578 |    0   64   32   32   16    8   16    8    2    4    1    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     11 ms |     20.36 ms |       4.00 |   6750.1 |           34.3 |     results match |
|  404 |   578 |    0   64   32   32   16    8   16    8    2    4    1    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     11 ms |     17.00 ms |       3.36 |   8082.2 |           40.9 |     results match |
|  405 |   578 |    0   64   32   32   16    8   16    8    2    4    2    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     10 ms |     20.16 ms |       3.96 |   6818.2 |           34.7 |     results match |
|  406 |   578 |    0   64   32   32   16    8   16    8    2    4    2    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     10 ms |     16.74 ms |       3.31 |   8211.2 |           41.5 |     results match |
|  407 |   578 |    0   64   32   32   16    8   16    8    2    4    4    0    0    0    0    1 |      16       8 |    1024    1024 |   OK     15 ms |     18.01 ms |       3.55 |   7631.5 |           38.8 |     results match |
|  408 |   578 |    0   64   32   32   16    8   16    8    2    4    4    0    0    1    1    1 |      16       8 |    1024    1024 |   OK     12 ms |     16.14 ms |       3.20 |   8515.5 |           42.9 |     results match |
|  409 |   578 |    0   64   32   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    1024    2048 |   OK     10 ms |     32.05 ms |       6.33 |   4287.8 |           21.7 |     results match |
|  410 |   578 |    0   64   32   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    1024    2048 |   OK     10 ms |     33.35 ms |       6.58 |   4120.5 |           20.9 |     results match |
|  411 |   578 |    0   64   32   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    1024    2048 |   OK     10 ms |     30.00 ms |       5.90 |   4580.2 |           23.3 |     results match |
