|   ID | total |                                                                           param |      local      |      global     |       compiles |         time |          J |  GFLOP/s |     GFLOP/watt |            status |
x------x-------x---------------------------------------------------------------------------------x-----------------x-----------------x----------------x--------------x------------x----------x----------------x-------------------x
|  128 |   578 |    0   32   16   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048    2048 |   OK      9 ms |     28.56 ms |       5.62 |   4811.4 |           24.5 |     results match |
|  129 |   578 |    0   32   16   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    4096 |   OK      9 ms |     62.27 ms |      12.27 |   2207.0 |           11.2 |     results match |
|  130 |   578 |    0   32   16   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    4096 |   OK     10 ms |     45.64 ms |       9.01 |   3011.3 |           15.3 |     results match |
|  131 |   578 |    0   32   16   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    4096 |   OK      9 ms |     46.26 ms |       9.17 |   2970.9 |           15.0 |     results match |
|  132 |   578 |    0   32   16   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    4096 |   OK      9 ms |     41.74 ms |       8.29 |   3292.2 |           16.6 |     results match |
|  133 |   578 |    0   32   16   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    4096    2048 |   OK     11 ms |     61.72 ms |      12.18 |   2226.5 |           11.3 |     results match |
|  134 |   578 |    0   32   16   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    4096    2048 |   OK     11 ms |     44.49 ms |       8.75 |   3088.8 |           15.7 |     results match |
|  135 |   578 |    0   32   16   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    4096    2048 |   OK     11 ms |     45.96 ms |       9.09 |   2990.2 |           15.1 |     results match |
|  136 |   578 |    0   32   16   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    4096    2048 |   OK     13 ms |     34.21 ms |       6.72 |   4017.6 |           20.4 |     results match |
|  137 |   578 |    0   32   16   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    4096    4096 |   OK     10 ms |     78.09 ms |      15.36 |   1759.8 |            8.9 |     results match |
|  138 |   578 |    0   32   16   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    4096    4096 |   OK     11 ms |     53.40 ms |      10.51 |   2573.3 |           13.1 |     results match |
|  139 |   578 |    0   32   32   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     26.12 ms |       5.14 |   5260.7 |           26.7 |     results match |
|  140 |   578 |    0   32   32   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     25.61 ms |       5.04 |   5366.5 |           27.3 |     results match |
|  141 |   578 |    0   32   32   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     24.88 ms |       4.90 |   5524.2 |           28.0 |     results match |
|  142 |   578 |    0   32   32   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     22.02 ms |       4.35 |   6239.6 |           31.6 |     results match |
|  143 |   578 |    0   32   32   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     20.39 ms |       4.03 |   6739.4 |           34.1 |     results match |
|  144 |   578 |    0   32   32   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     20.84 ms |       4.11 |   6594.8 |           33.5 |     results match |
|  145 |   578 |    0   32   32   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     24.62 ms |       4.87 |   5582.3 |           28.2 |     results match |
|  146 |   578 |    0   32   32   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     10 ms |     20.53 ms |       4.07 |   6692.9 |           33.7 |     results match |
|  147 |   578 |    0   32   32   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     22.82 ms |       4.49 |   6022.4 |           30.6 |     results match |
|  148 |   578 |    0   32   32   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     10 ms |     19.61 ms |       3.89 |   7006.5 |           35.3 |     results match |
|  149 |   578 |    0   32   32   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     20.13 ms |       3.97 |   6827.2 |           34.6 |     results match |
|  150 |   578 |    0   32   32   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     18.65 ms |       3.68 |   7369.7 |           37.3 |     results match |
|  151 |   578 |    0   32   32   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      8 ms |     21.86 ms |       4.33 |   6286.1 |           31.8 |     results match |
|  152 |   578 |    0   32   32   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     10 ms |     18.90 ms |       3.71 |   7272.0 |           37.0 |     results match |
|  153 |   578 |    0   32   32   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     21.52 ms |       4.24 |   6386.5 |           32.4 |     results match |
|  154 |   578 |    0   32   32   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     18.17 ms |       3.58 |   7562.1 |           38.4 |     results match |
|  155 |   578 |    0   32   32   32    8    8    8    8    2    4    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     19.04 ms |       3.77 |   7216.7 |           36.4 |     results match |
|  156 |   578 |    0   32   32   32    8    8    8    8    2    4    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      8 ms |     17.42 ms |       3.45 |   7888.3 |           39.9 |     results match |
|  157 |   578 |    0   32   32   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      8 ms |     30.96 ms |       6.10 |   4439.3 |           22.5 |     results match |
|  158 |   578 |    0   32   32   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     10 ms |     28.20 ms |       5.58 |   4872.8 |           24.6 |     results match |
|  159 |   578 |    0   32   32   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     27.15 ms |       5.37 |   5062.3 |           25.6 |     results match |
|  160 |   578 |    0   32   32   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      8 ms |     24.69 ms |       4.87 |   5565.6 |           28.2 |     results match |
|  161 |   578 |    0   32   32   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      8 ms |     29.02 ms |       5.73 |   4736.2 |           24.0 |     results match |
|  162 |   578 |    0   32   32   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      9 ms |     22.75 ms |       4.51 |   6040.3 |           30.5 |     results match |
|  163 |   578 |    0   32   32   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      8 ms |     24.63 ms |       4.85 |   5580.0 |           28.3 |     results match |
|  164 |   578 |    0   32   32   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      9 ms |     22.17 ms |       4.40 |   6197.3 |           31.2 |     results match |
|  165 |   578 |    0   32   32   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     27.24 ms |       5.35 |   5045.4 |           25.7 |     results match |
|  166 |   578 |    0   32   32   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     10 ms |     21.97 ms |       4.32 |   6255.6 |           31.8 |     results match |
|  167 |   578 |    0   32   32   32    8   16    8   16    2    4    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     22.66 ms |       4.46 |   6065.1 |           30.8 |     results match |
|  168 |   578 |    0   32   32   32    8   16    8   16    2    4    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     10 ms |     21.48 ms |       4.27 |   6399.1 |           32.2 |     results match |
|  169 |   578 |    0   32   32   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK      9 ms |     45.27 ms |       8.95 |   3035.9 |           15.4 |     results match |
|  170 |   578 |    0   32   32   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK      9 ms |     35.78 ms |       7.06 |   3840.8 |           19.5 |     results match |
|  171 |   578 |    0   32   32   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK      9 ms |     33.57 ms |       6.62 |   4094.2 |           20.8 |     results match |
|  172 |   578 |    0   32   32   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK      8 ms |     32.93 ms |       6.50 |   4173.6 |           21.1 |     results match |
|  173 |   578 |    0   32   32   32    8   32    8   32    2    4    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK     12 ms |     33.89 ms |       6.69 |   4054.9 |           20.6 |     results match |
|  174 |   578 |    0   32   32   32    8   32    8   32    2    4    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK     10 ms |     32.11 ms |       6.33 |   4279.4 |           21.7 |     results match |
|  175 |   578 |    0   32   32   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    2048    1024 |   OK     10 ms |     30.88 ms |       6.08 |   4450.8 |           22.6 |     results match |
|  176 |   578 |    0   32   32   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    2048    1024 |   OK      8 ms |     28.25 ms |       5.56 |   4865.3 |           24.7 |     results match |
|  177 |   578 |    0   32   32   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     26.07 ms |       5.15 |   5271.3 |           26.7 |     results match |
|  178 |   578 |    0   32   32   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     10 ms |     22.16 ms |       4.35 |   6200.2 |           31.6 |     results match |
|  179 |   578 |    0   32   32   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    2048    1024 |   OK     10 ms |     23.20 ms |       4.58 |   5922.2 |           30.0 |     results match |
|  180 |   578 |    0   32   32   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    2048    1024 |   OK      9 ms |     20.48 ms |       4.03 |   6709.0 |           34.1 |     results match |
|  181 |   578 |    0   32   32   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      8 ms |     29.91 ms |       5.90 |   4593.8 |           23.3 |     results match |
|  182 |   578 |    0   32   32   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     10 ms |     21.60 ms |       4.25 |   6362.7 |           32.3 |     results match |
|  183 |   578 |    0   32   32   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     28.69 ms |       5.65 |   4789.6 |           24.3 |     results match |
|  184 |   578 |    0   32   32   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     11 ms |     20.33 ms |       4.05 |   6758.3 |           33.9 |     results match |
|  185 |   578 |    0   32   32   32   16    8   16    8    2    2    4    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     22.31 ms |       4.39 |   6159.8 |           31.3 |     results match |
|  186 |   578 |    0   32   32   32   16    8   16    8    2    2    4    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     11 ms |     18.91 ms |       3.72 |   7268.8 |           37.0 |     results match |
|  187 |   578 |    0   32   32   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     11 ms |     39.74 ms |       7.83 |   3458.2 |           17.5 |     results match |
|  188 |   578 |    0   32   32   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     11 ms |     31.27 ms |       6.16 |   4394.8 |           22.3 |     results match |
|  189 |   578 |    0   32   32   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     10 ms |     33.61 ms |       6.61 |   4088.9 |           20.8 |     results match |
|  190 |   578 |    0   32   32   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     10 ms |     25.35 ms |       5.02 |   5421.9 |           27.4 |     results match |
|  191 |   578 |    0   32   32   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     10 ms |     35.74 ms |       7.02 |   3844.9 |           19.6 |     results match |
|  192 |   578 |    0   32   32   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     11 ms |     24.40 ms |       4.82 |   5631.0 |           28.5 |     results match |
|  193 |   578 |    0   32   32   32   16   16   16   16    2    2    2    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     10 ms |     29.25 ms |       5.74 |   4697.6 |           23.9 |     results match |
|  194 |   578 |    0   32   32   32   16   16   16   16    2    2    2    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     10 ms |     23.50 ms |       4.66 |   5848.3 |           29.5 |     results match |
|  195 |   578 |    0   32   32   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    2048    4096 |   OK      9 ms |     56.67 ms |      11.20 |   2424.9 |           12.3 |     results match |
|  196 |   578 |    0   32   32   32   16   32   16   32    2    1    1    0    0    1    1    1 |      16      32 |    2048    4096 |   OK     11 ms |     38.97 ms |       7.69 |   3526.1 |           17.9 |     results match |
|  197 |   578 |    0   32   32   32   16   32   16   32    2    2    1    0    0    0    0    1 |      16      32 |    2048    4096 |   OK     10 ms |     43.40 ms |       8.61 |   3166.3 |           16.0 |     results match |
|  198 |   578 |    0   32   32   32   16   32   16   32    2    2    1    0    0    1    1    1 |      16      32 |    2048    4096 |   OK      9 ms |     37.04 ms |       7.37 |   3710.5 |           18.6 |     results match |
|  199 |   578 |    0   32   32   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      9 ms |     44.74 ms |       8.84 |   3071.7 |           15.5 |     results match |
|  200 |   578 |    0   32   32   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    4096    1024 |   OK     11 ms |     35.99 ms |       7.16 |   3818.1 |           19.2 |     results match |
|  201 |   578 |    0   32   32   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      9 ms |     36.99 ms |       7.36 |   3714.9 |           18.7 |     results match |
|  202 |   578 |    0   32   32   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    4096    1024 |   OK      9 ms |     25.44 ms |       5.04 |   5402.9 |           27.2 |     results match |
|  203 |   578 |    0   32   32   32   32    8   32    8    2    1    4    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      8 ms |     32.99 ms |       6.52 |   4165.2 |           21.1 |     results match |
|  204 |   578 |    0   32   32   32   32    8   32    8    2    1    4    0    0    1    1    1 |      32       8 |    4096    1024 |   OK      8 ms |     23.72 ms |       4.70 |   5792.8 |           29.3 |     results match |
|  205 |   578 |    0   32   32   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    4096    2048 |   OK      9 ms |     57.74 ms |      11.45 |   2380.2 |           12.0 |     results match |
|  206 |   578 |    0   32   32   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    4096    2048 |   OK      8 ms |     38.92 ms |       7.77 |   3530.9 |           17.7 |     results match |
|  207 |   578 |    0   32   32   32   32   16   32   16    2    1    2    0    0    0    0    1 |      32      16 |    4096    2048 |   OK      8 ms |     42.85 ms |       8.50 |   3206.7 |           16.2 |     results match |
|  208 |   578 |    0   32   32   32   32   16   32   16    2    1    2    0    0    1    1    1 |      32      16 |    4096    2048 |   OK      8 ms |     29.52 ms |       5.79 |   4655.6 |           23.7 |     results match |
|  209 |   578 |    0   32   32   32   32   32   32   32    2    1    1    0    0    0    0    1 |      32      32 |    4096    4096 |   OK      8 ms |     75.02 ms |      14.77 |   1831.8 |            9.3 |     results match |
|  210 |   578 |    0   32   32   32   32   32   32   32    2    1    1    0    0    1    1    1 |      32      32 |    4096    4096 |   OK     10 ms |     49.09 ms |       9.72 |   2799.5 |           14.1 |     results match |
|  211 |   578 |    0   32   64   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     19.07 ms |       3.77 |   7207.0 |           36.5 |     results match |
|  212 |   578 |    0   32   64   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     25.64 ms |       5.07 |   5359.1 |           27.1 |     results match |
|  213 |   578 |    0   32   64   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     18.49 ms |       3.66 |   7431.3 |           37.6 |     results match |
|  214 |   578 |    0   32   64   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK     12 ms |     20.30 ms |       4.02 |   6768.0 |           34.2 |     results match |
|  215 |   578 |    0   32   64   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     18.29 ms |       3.63 |   7511.8 |           37.9 |     results match |
|  216 |   578 |    0   32   64   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     18.49 ms |       3.67 |   7434.2 |           37.5 |     results match |
|  217 |   578 |    0   32   64   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     18.90 ms |       3.74 |   7269.2 |           36.8 |     results match |
|  218 |   578 |    0   32   64   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     20.05 ms |       3.98 |   6853.9 |           34.5 |     results match |
|  219 |   578 |    0   32   64   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     18.08 ms |       3.57 |   7600.9 |           38.5 |     results match |
|  220 |   578 |    0   32   64   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     19.04 ms |       3.78 |   7219.2 |           36.4 |     results match |
|  221 |   578 |    0   32   64   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     17.66 ms |       3.48 |   7781.8 |           39.5 |     results match |
|  222 |   578 |    0   32   64   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     17.07 ms |       3.37 |   8048.8 |           40.7 |     results match |
|  223 |   578 |    0   32   64   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     18.07 ms |       3.56 |   7603.2 |           38.6 |     results match |
|  224 |   578 |    0   32   64   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     17.82 ms |       3.51 |   7712.4 |           39.2 |     results match |
|  225 |   578 |    0   32   64   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     17.85 ms |       3.53 |   7698.1 |           39.0 |     results match |
|  226 |   578 |    0   32   64   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     17.08 ms |       3.38 |   8048.1 |           40.7 |     results match |
|  227 |   578 |    0   32   64   32    8    8    8    8    2    4    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     17.34 ms |       3.43 |   7926.2 |           40.1 |     results match |
|  228 |   578 |    0   32   64   32    8    8    8    8    2    4    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK     12 ms |     16.75 ms |       3.33 |   8202.7 |           41.2 |     results match |
|  229 |   578 |    0   32   64   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      9 ms |     22.86 ms |       4.52 |   6012.4 |           30.4 |     results match |
|  230 |   578 |    0   32   64   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     22.16 ms |       4.37 |   6201.0 |           31.4 |     results match |
|  231 |   578 |    0   32   64   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     11 ms |     22.41 ms |       4.42 |   6132.1 |           31.1 |     results match |
|  232 |   578 |    0   32   64   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     18.76 ms |       3.69 |   7326.0 |           37.3 |     results match |
|  233 |   578 |    0   32   64   32    8   16    8   16    2    1    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     18.67 ms |       3.70 |   7361.8 |           37.1 |     results match |
|  234 |   578 |    0   32   64   32    8   16    8   16    2    1    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     17.47 ms |       3.46 |   7866.7 |           39.8 |     results match |
|  235 |   578 |    0   32   64   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     20.69 ms |       4.09 |   6641.8 |           33.6 |     results match |
|  236 |   578 |    0   32   64   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     18.20 ms |       3.58 |   7549.9 |           38.3 |     results match |
|  237 |   578 |    0   32   64   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     20.08 ms |       3.99 |   6844.3 |           34.5 |     results match |
|  238 |   578 |    0   32   64   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     17.45 ms |       3.46 |   7876.4 |           39.7 |     results match |
|  239 |   578 |    0   32   64   32    8   16    8   16    2    2    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      9 ms |     18.37 ms |       3.63 |   7481.1 |           37.8 |     results match |
|  240 |   578 |    0   32   64   32    8   16    8   16    2    2    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     16.26 ms |       3.21 |   8453.4 |           42.8 |     results match |
|  241 |   578 |    0   32   64   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     20.11 ms |       3.97 |   6831.9 |           34.6 |     results match |
|  242 |   578 |    0   32   64   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      8 ms |     16.83 ms |       3.31 |   8166.1 |           41.5 |     results match |
|  243 |   578 |    0   32   64   32    8   16    8   16    2    4    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      9 ms |     20.36 ms |       4.01 |   6748.7 |           34.2 |     results match |
|  244 |   578 |    0   32   64   32    8   16    8   16    2    4    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     16.15 ms |       3.17 |   8508.9 |           43.3 |     results match |
|  245 |   578 |    0   32   64   32    8   16    8   16    2    4    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     17.40 ms |       3.43 |   7897.3 |           40.1 |     results match |
|  246 |   578 |    0   32   64   32    8   16    8   16    2    4    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      8 ms |     15.39 ms |       3.04 |   8930.7 |           45.2 |     results match |
|  247 |   578 |    0   32   64   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     10 ms |     29.67 ms |       5.85 |   4631.1 |           23.5 |     results match |
|  248 |   578 |    0   32   64   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      8 ms |     24.50 ms |       4.85 |   5608.5 |           28.3 |     results match |
|  249 |   578 |    0   32   64   32    8   32    8   32    2    1    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     11 ms |     25.60 ms |       5.05 |   5367.8 |           27.2 |     results match |
|  250 |   578 |    0   32   64   32    8   32    8   32    2    1    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      8 ms |     20.75 ms |       4.10 |   6622.8 |           33.5 |     results match |
|  251 |   578 |    0   32   64   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     11 ms |     27.07 ms |       5.32 |   5076.4 |           25.8 |     results match |
|  252 |   578 |    0   32   64   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK     10 ms |     20.05 ms |       3.92 |   6854.8 |           35.0 |     results match |
|  253 |   578 |    0   32   64   32    8   32    8   32    2    2    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     23.13 ms |       4.55 |   5941.4 |           30.2 |     results match |
|  254 |   578 |    0   32   64   32    8   32    8   32    2    2    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     19.13 ms |       3.79 |   7183.6 |           36.3 |     results match |
|  255 |   578 |    0   32   64   32    8   32    8   32    2    4    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     26.89 ms |       5.29 |   5111.0 |           26.0 |     results match |
|  256 |   578 |    0   32   64   32    8   32    8   32    2    4    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     20.01 ms |       3.91 |   6867.0 |           35.1 |     results match |
|  257 |   578 |    0   32   64   32    8   32    8   32    2    4    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     21.54 ms |       4.24 |   6380.0 |           32.4 |     results match |
|  258 |   578 |    0   32   64   32    8   32    8   32    2    4    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     19.18 ms |       3.80 |   7164.4 |           36.2 |     results match |
|  259 |   578 |    0   32   64   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    2048     512 |   OK      9 ms |     25.19 ms |       4.98 |   5455.3 |           27.6 |     results match |
|  260 |   578 |    0   32   64   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    2048     512 |   OK      9 ms |     27.00 ms |       5.33 |   5089.3 |           25.8 |     results match |
|  261 |   578 |    0   32   64   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    2048     512 |   OK     10 ms |     22.61 ms |       4.44 |   6077.9 |           30.9 |     results match |
|  262 |   578 |    0   32   64   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    2048     512 |   OK      8 ms |     19.52 ms |       3.86 |   7038.8 |           35.6 |     results match |
|  263 |   578 |    0   32   64   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    2048     512 |   OK      9 ms |     21.99 ms |       4.33 |   6249.1 |           31.7 |     results match |
|  264 |   578 |    0   32   64   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    2048     512 |   OK      9 ms |     17.48 ms |       3.46 |   7863.3 |           39.7 |     results match |
|  265 |   578 |    0   32   64   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    2048     512 |   OK      9 ms |     23.99 ms |       4.72 |   5728.1 |           29.1 |     results match |
|  266 |   578 |    0   32   64   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    2048     512 |   OK      9 ms |     20.21 ms |       4.01 |   6800.1 |           34.2 |     results match |
|  267 |   578 |    0   32   64   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    2048     512 |   OK      9 ms |     20.94 ms |       4.13 |   6562.3 |           33.3 |     results match |
|  268 |   578 |    0   32   64   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048     512 |   OK     10 ms |     18.79 ms |       3.72 |   7315.5 |           37.0 |     results match |
|  269 |   578 |    0   32   64   32   16    8   16    8    2    2    4    0    0    0    0    1 |      16       8 |    2048     512 |   OK     10 ms |     20.10 ms |       3.93 |   6838.2 |           34.9 |     results match |
