|   ID | total |                                                                           param |      local      |      global     |       compiles |         time |          J |  GFLOP/s |     GFLOP/watt |            status |
|  142 |   578 |    0   32   32   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     17.84 ms |       5.28 |   7701.2 |           26.0 |     results match |
|  143 |   578 |    0   32   32   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     11 ms |     17.55 ms |       5.15 |   7830.0 |           26.7 |     results match |
|  144 |   578 |    0   32   32   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     12 ms |     16.80 ms |       4.97 |   8178.3 |           27.7 |     results match |
|  145 |   578 |    0   32   32   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     11 ms |     20.12 ms |       5.95 |   6830.2 |           23.1 |     results match |
|  146 |   578 |    0   32   32   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     12 ms |     16.57 ms |       4.94 |   8294.2 |           27.8 |     results match |
|  147 |   578 |    0   32   32   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     18.30 ms |       5.38 |   7510.7 |           25.6 |     results match |
|  148 |   578 |    0   32   32   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     13 ms |     15.74 ms |       4.66 |   8732.1 |           29.5 |     results match |
|  149 |   578 |    0   32   32   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     17.04 ms |       5.07 |   8064.9 |           27.1 |     results match |
|  150 |   578 |    0   32   32   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     10 ms |     14.79 ms |       4.39 |   9291.8 |           31.3 |     results match |
|  151 |   578 |    0   32   32   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     11 ms |     18.32 ms |       5.40 |   7499.5 |           25.4 |     results match |
|  152 |   578 |    0   32   32   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     11 ms |     14.98 ms |       4.46 |   9173.5 |           30.8 |     results match |
|  153 |   578 |    0   32   32   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     18.31 ms |       5.41 |   7506.1 |           25.4 |     results match |
|  154 |   578 |    0   32   32   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     12 ms |     14.42 ms |       4.27 |   9527.8 |           32.2 |     results match |
|  155 |   578 |    0   32   32   32    8    8    8    8    2    4    4    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     11 ms |     15.31 ms |       4.54 |   8978.3 |           30.3 |     results match |
|  156 |   578 |    0   32   32   32    8    8    8    8    2    4    4    0    0    1    1    1 |       8       8 |    1024    1024 |   OK      9 ms |     13.80 ms |       4.08 |   9959.3 |           33.7 |     results match |
|  157 |   578 |    0   32   32   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK     11 ms |     26.42 ms |       7.80 |   5201.8 |           17.6 |     results match |
|  158 |   578 |    0   32   32   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     13 ms |     23.11 ms |       6.88 |   5945.3 |           20.0 |     results match |
|  159 |   578 |    0   32   32   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     23.40 ms |       6.93 |   5872.5 |           19.8 |     results match |
|  160 |   578 |    0   32   32   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     10 ms |     20.01 ms |       5.95 |   6867.9 |           23.1 |     results match |
|  161 |   578 |    0   32   32   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK     11 ms |     24.75 ms |       7.28 |   5552.4 |           18.9 |     results match |
|  162 |   578 |    0   32   32   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK     10 ms |     18.40 ms |       5.45 |   7469.8 |           25.2 |     results match |
|  163 |   578 |    0   32   32   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     21.04 ms |       6.25 |   6532.7 |           22.0 |     results match |
|  164 |   578 |    0   32   32   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      9 ms |     17.87 ms |       5.30 |   7690.5 |           25.9 |     results match |
|  165 |   578 |    0   32   32   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |    1024    2048 |   OK     10 ms |     24.19 ms |       7.05 |   5681.8 |           19.5 |     results match |
|  166 |   578 |    0   32   32   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      9 ms |     17.60 ms |       5.23 |   7808.9 |           26.3 |     results match |
|  167 |   578 |    0   32   32   32    8   16    8   16    2    4    2    0    0    0    0    1 |       8      16 |    1024    2048 |   OK      9 ms |     18.93 ms |       5.60 |   7258.5 |           24.6 |     results match |
|  168 |   578 |    0   32   32   32    8   16    8   16    2    4    2    0    0    1    1    1 |       8      16 |    1024    2048 |   OK      9 ms |     17.16 ms |       5.09 |   8010.1 |           27.0 |     results match |
|  169 |   578 |    0   32   32   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK      9 ms |     38.11 ms |      11.27 |   3605.7 |           12.2 |     results match |
|  170 |   578 |    0   32   32   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK     10 ms |     30.04 ms |       8.86 |   4574.9 |           15.5 |     results match |
|  171 |   578 |    0   32   32   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK     11 ms |     27.92 ms |       8.30 |   4922.3 |           16.6 |     results match |
|  172 |   578 |    0   32   32   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK      9 ms |     27.49 ms |       8.17 |   4998.8 |           16.8 |     results match |
|  173 |   578 |    0   32   32   32    8   32    8   32    2    4    1    0    0    0    0    1 |       8      32 |    1024    4096 |   OK      9 ms |     27.86 ms |       8.25 |   4932.8 |           16.7 |     results match |
|  174 |   578 |    0   32   32   32    8   32    8   32    2    4    1    0    0    1    1    1 |       8      32 |    1024    4096 |   OK      8 ms |     26.83 ms |       7.93 |   5122.7 |           17.3 |     results match |
|  175 |   578 |    0   32   32   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    2048    1024 |   OK     10 ms |     26.19 ms |       7.72 |   5247.7 |           17.8 |     results match |
|  176 |   578 |    0   32   32   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    2048    1024 |   OK      8 ms |     23.11 ms |       6.83 |   5946.5 |           20.1 |     results match |
|  177 |   578 |    0   32   32   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     22.34 ms |       6.58 |   6152.0 |           20.9 |     results match |
|  178 |   578 |    0   32   32   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     10 ms |     17.65 ms |       5.20 |   7786.4 |           26.4 |     results match |
|  179 |   578 |    0   32   32   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    2048    1024 |   OK     13 ms |     19.18 ms |       5.69 |   7165.8 |           24.2 |     results match |
|  180 |   578 |    0   32   32   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    2048    1024 |   OK      9 ms |     16.27 ms |       4.83 |   8445.4 |           28.4 |     results match |
|  181 |   578 |    0   32   32   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     26.09 ms |       7.63 |   5266.3 |           18.0 |     results match |
|  182 |   578 |    0   32   32   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    2048    1024 |   OK      9 ms |     17.21 ms |       5.09 |   7985.2 |           27.0 |     results match |
|  183 |   578 |    0   32   32   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     24.96 ms |       7.37 |   5506.8 |           18.7 |     results match |
|  184 |   578 |    0   32   32   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     10 ms |     16.28 ms |       4.81 |   8439.1 |           28.6 |     results match |
|  185 |   578 |    0   32   32   32   16    8   16    8    2    2    4    0    0    0    0    1 |      16       8 |    2048    1024 |   OK      9 ms |     18.64 ms |       5.51 |   7370.7 |           24.9 |     results match |
|  186 |   578 |    0   32   32   32   16    8   16    8    2    2    4    0    0    1    1    1 |      16       8 |    2048    1024 |   OK     10 ms |     14.99 ms |       4.41 |   9165.1 |           31.2 |     results match |
|  187 |   578 |    0   32   32   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     10 ms |     33.48 ms |       9.97 |   4105.1 |           13.8 |     results match |
|  188 |   578 |    0   32   32   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     10 ms |     25.78 ms |       7.59 |   5329.6 |           18.1 |     results match |
|  189 |   578 |    0   32   32   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     11 ms |     27.93 ms |       8.31 |   4919.4 |           16.5 |     results match |
|  190 |   578 |    0   32   32   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    2048    2048 |   OK      9 ms |     20.48 ms |       6.11 |   6710.4 |           22.5 |     results match |
|  191 |   578 |    0   32   32   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    2048 |   OK      9 ms |     30.05 ms |       8.95 |   4572.4 |           15.4 |     results match |
|  192 |   578 |    0   32   32   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     10 ms |     19.72 ms |       5.85 |   6967.8 |           23.5 |     results match |
|  193 |   578 |    0   32   32   32   16   16   16   16    2    2    2    0    0    0    0    1 |      16      16 |    2048    2048 |   OK     10 ms |     24.46 ms |       7.27 |   5617.5 |           18.9 |     results match |
|  194 |   578 |    0   32   32   32   16   16   16   16    2    2    2    0    0    1    1    1 |      16      16 |    2048    2048 |   OK     11 ms |     18.94 ms |       5.63 |   7255.9 |           24.4 |     results match |
|  195 |   578 |    0   32   32   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    2048    4096 |   OK      9 ms |     47.86 ms |      14.16 |   2871.5 |            9.7 |     results match |
|  196 |   578 |    0   32   32   32   16   32   16   32    2    1    1    0    0    1    1    1 |      16      32 |    2048    4096 |   OK      8 ms |     32.72 ms |       9.68 |   4200.5 |           14.2 |     results match |
|  197 |   578 |    0   32   32   32   16   32   16   32    2    2    1    0    0    0    0    1 |      16      32 |    2048    4096 |   OK     10 ms |     35.84 ms |      10.66 |   3834.5 |           12.9 |     results match |
|  198 |   578 |    0   32   32   32   16   32   16   32    2    2    1    0    0    1    1    1 |      16      32 |    2048    4096 |   OK      9 ms |     31.07 ms |       9.29 |   4423.5 |           14.8 |     results match |
|  199 |   578 |    0   32   32   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      8 ms |     37.95 ms |      11.31 |   3621.5 |           12.1 |     results match |
|  200 |   578 |    0   32   32   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    4096    1024 |   OK      9 ms |     30.24 ms |       8.91 |   4544.8 |           15.4 |     results match |
|  201 |   578 |    0   32   32   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      9 ms |     32.64 ms |       9.62 |   4209.9 |           14.3 |     results match |
|  202 |   578 |    0   32   32   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    4096    1024 |   OK      8 ms |     20.70 ms |       6.11 |   6637.6 |           22.5 |     results match |
|  203 |   578 |    0   32   32   32   32    8   32    8    2    1    4    0    0    0    0    1 |      32       8 |    4096    1024 |   OK      9 ms |     27.44 ms |       8.11 |   5008.0 |           16.9 |     results match |
|  204 |   578 |    0   32   32   32   32    8   32    8    2    1    4    0    0    1    1    1 |      32       8 |    4096    1024 |   OK      9 ms |     19.26 ms |       5.70 |   7136.8 |           24.1 |     results match |
|  205 |   578 |    0   32   32   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    4096    2048 |   OK      9 ms |     49.22 ms |      14.58 |   2792.3 |            9.4 |     results match |
|  206 |   578 |    0   32   32   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    4096    2048 |   OK     10 ms |     32.93 ms |       9.66 |   4173.6 |           14.2 |     results match |
|  207 |   578 |    0   32   32   32   32   16   32   16    2    1    2    0    0    0    0    1 |      32      16 |    4096    2048 |   OK     10 ms |     35.44 ms |      10.49 |   3877.6 |           13.1 |     results match |
|  208 |   578 |    0   32   32   32   32   16   32   16    2    1    2    0    0    1    1    1 |      32      16 |    4096    2048 |   OK     11 ms |     24.08 ms |       7.16 |   5705.8 |           19.2 |     results match |
|  209 |   578 |    0   32   32   32   32   32   32   32    2    1    1    0    0    0    0    1 |      32      32 |    4096    4096 |   OK     11 ms |     63.03 ms |      18.58 |   2180.4 |            7.4 |     results match |
|  210 |   578 |    0   32   32   32   32   32   32   32    2    1    1    0    0    1    1    1 |      32      32 |    4096    4096 |   OK      9 ms |     41.57 ms |      12.43 |   3305.9 |           11.1 |     results match |
|  211 |   578 |    0   32   64   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     16.18 ms |       4.74 |   8490.7 |           29.0 |     results match |
|  212 |   578 |    0   32   64   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     21.80 ms |       6.45 |   6304.4 |           21.3 |     results match |
|  213 |   578 |    0   32   64   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK     11 ms |     15.75 ms |       4.63 |   8727.7 |           29.7 |     results match |
|  214 |   578 |    0   32   64   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK     11 ms |     17.10 ms |       5.06 |   8035.7 |           27.2 |     results match |
|  215 |   578 |    0   32   64   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK      8 ms |     15.70 ms |       4.59 |   8752.3 |           30.0 |     results match |
|  216 |   578 |    0   32   64   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     15.32 ms |       4.53 |   8967.7 |           30.3 |     results match |
|  217 |   578 |    0   32   64   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK     13 ms |     16.27 ms |       4.78 |   8448.3 |           28.7 |     results match |
|  218 |   578 |    0   32   64   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     16.81 ms |       4.99 |   8174.8 |           27.5 |     results match |
|  219 |   578 |    0   32   64   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     15.50 ms |       4.55 |   8866.5 |           30.2 |     results match |
|  220 |   578 |    0   32   64   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     15.83 ms |       4.71 |   8682.5 |           29.2 |     results match |
|  221 |   578 |    0   32   64   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     15.12 ms |       4.46 |   9088.5 |           30.8 |     results match |
|  222 |   578 |    0   32   64   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK     11 ms |     14.06 ms |       4.19 |   9774.1 |           32.8 |     results match |
|  223 |   578 |    0   32   64   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     15.39 ms |       4.54 |   8929.9 |           30.3 |     results match |
|  224 |   578 |    0   32   64   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     14.69 ms |       4.36 |   9357.2 |           31.5 |     results match |
|  225 |   578 |    0   32   64   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |    1024     512 |   OK      9 ms |     15.32 ms |       4.51 |   8972.7 |           30.5 |     results match |
|  226 |   578 |    0   32   64   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |    1024     512 |   OK     10 ms |     14.12 ms |       4.16 |   9732.7 |           33.0 |     results match |
|  227 |   578 |    0   32   64   32    8    8    8    8    2    4    4    0    0    0    0    1 |       8       8 |    1024     512 |   OK     10 ms |     14.92 ms |       4.40 |   9212.0 |           31.3 |     results match |
|  228 |   578 |    0   32   64   32    8    8    8    8    2    4    4    0    0    1    1    1 |       8       8 |    1024     512 |   OK      9 ms |     13.76 ms |       4.07 |   9989.4 |           33.7 |     results match |
|  229 |   578 |    0   32   64   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     11 ms |     19.40 ms |       5.75 |   7082.5 |           23.9 |     results match |
|  230 |   578 |    0   32   64   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     18.27 ms |       5.39 |   7520.4 |           25.5 |     results match |
|  231 |   578 |    0   32   64   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     10 ms |     19.20 ms |       5.69 |   7158.4 |           24.1 |     results match |
|  232 |   578 |    0   32   64   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     15.39 ms |       4.52 |   8930.4 |           30.4 |     results match |
|  233 |   578 |    0   32   64   32    8   16    8   16    2    1    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     10 ms |     15.79 ms |       4.65 |   8701.1 |           29.5 |     results match |
|  234 |   578 |    0   32   64   32    8   16    8   16    2    1    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     14.25 ms |       4.21 |   9640.4 |           32.6 |     results match |
|  235 |   578 |    0   32   64   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     11 ms |     17.95 ms |       5.27 |   7656.3 |           26.1 |     results match |
|  236 |   578 |    0   32   64   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     14.94 ms |       4.39 |   9200.4 |           31.3 |     results match |
|  237 |   578 |    0   32   64   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     17.69 ms |       5.21 |   7768.8 |           26.4 |     results match |
|  238 |   578 |    0   32   64   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK     10 ms |     14.28 ms |       4.19 |   9621.3 |           32.8 |     results match |
|  239 |   578 |    0   32   64   32    8   16    8   16    2    2    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     15.48 ms |       4.57 |   8880.2 |           30.1 |     results match |
|  240 |   578 |    0   32   64   32    8   16    8   16    2    2    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      9 ms |     13.17 ms |       3.91 |  10434.3 |           35.2 |     results match |
|  241 |   578 |    0   32   64   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      9 ms |     16.68 ms |       4.93 |   8239.2 |           27.9 |     results match |
|  242 |   578 |    0   32   64   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |    1024    1024 |   OK     11 ms |     13.58 ms |       4.05 |  10121.8 |           34.0 |     results match |
|  243 |   578 |    0   32   64   32    8   16    8   16    2    4    2    0    0    0    0    1 |       8      16 |    1024    1024 |   OK      8 ms |     18.00 ms |       5.26 |   7635.0 |           26.1 |     results match |
|  244 |   578 |    0   32   64   32    8   16    8   16    2    4    2    0    0    1    1    1 |       8      16 |    1024    1024 |   OK      8 ms |     13.01 ms |       3.86 |  10565.5 |           35.6 |     results match |
|  245 |   578 |    0   32   64   32    8   16    8   16    2    4    4    0    0    0    0    1 |       8      16 |    1024    1024 |   OK     13 ms |     14.21 ms |       4.22 |   9673.5 |           32.6 |     results match |
|  246 |   578 |    0   32   64   32    8   16    8   16    2    4    4    0    0    1    1    1 |       8      16 |    1024    1024 |   OK     10 ms |     12.43 ms |       3.69 |  11057.8 |           37.2 |     results match |
|  247 |   578 |    0   32   64   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     10 ms |     24.78 ms |       7.25 |   5545.4 |           19.0 |     results match |
|  248 |   578 |    0   32   64   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     20.30 ms |       6.02 |   6768.9 |           22.8 |     results match |
|  249 |   578 |    0   32   64   32    8   32    8   32    2    1    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     21.66 ms |       6.34 |   6343.4 |           21.7 |     results match |
|  250 |   578 |    0   32   64   32    8   32    8   32    2    1    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     17.12 ms |       5.03 |   8024.9 |           27.3 |     results match |
|  251 |   578 |    0   32   64   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     12 ms |     22.47 ms |       6.68 |   6116.5 |           20.6 |     results match |
|  252 |   578 |    0   32   64   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     16.50 ms |       4.84 |   8329.0 |           28.4 |     results match |
|  253 |   578 |    0   32   64   32    8   32    8   32    2    2    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK     11 ms |     19.40 ms |       5.76 |   7085.3 |           23.8 |     results match |
|  254 |   578 |    0   32   64   32    8   32    8   32    2    2    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     15.75 ms |       4.68 |   8726.9 |           29.4 |     results match |
|  255 |   578 |    0   32   64   32    8   32    8   32    2    4    1    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     23.79 ms |       6.97 |   5777.1 |           19.7 |     results match |
|  256 |   578 |    0   32   64   32    8   32    8   32    2    4    1    0    0    1    1    1 |       8      32 |    1024    2048 |   OK     10 ms |     16.41 ms |       4.85 |   8372.1 |           28.4 |     results match |
|  257 |   578 |    0   32   64   32    8   32    8   32    2    4    2    0    0    0    0    1 |       8      32 |    1024    2048 |   OK      9 ms |     17.95 ms |       5.32 |   7653.9 |           25.8 |     results match |
|  258 |   578 |    0   32   64   32    8   32    8   32    2    4    2    0    0    1    1    1 |       8      32 |    1024    2048 |   OK      9 ms |     15.91 ms |       4.69 |   8635.7 |           29.3 |     results match |
|  259 |   578 |    0   32   64   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    2048     512 |   OK      9 ms |     21.34 ms |       6.27 |   6439.8 |           21.9 |     results match |
|  260 |   578 |    0   32   64   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    2048     512 |   OK      9 ms |     22.69 ms |       6.72 |   6056.2 |           20.4 |     results match |
|  261 |   578 |    0   32   64   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    2048     512 |   OK     10 ms |     19.27 ms |       5.72 |   7130.3 |           24.0 |     results match |
|  262 |   578 |    0   32   64   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    2048     512 |   OK     10 ms |     16.07 ms |       4.78 |   8549.8 |           28.8 |     results match |
|  263 |   578 |    0   32   64   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    2048     512 |   OK      8 ms |     18.98 ms |       5.58 |   7241.4 |           24.6 |     results match |
|  264 |   578 |    0   32   64   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    2048     512 |   OK      8 ms |     14.30 ms |       4.21 |   9610.4 |           32.6 |     results match |
|  265 |   578 |    0   32   64   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    2048     512 |   OK      8 ms |     20.16 ms |       5.97 |   6818.0 |           23.0 |     results match |
|  266 |   578 |    0   32   64   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    2048     512 |   OK      8 ms |     16.74 ms |       4.97 |   8208.5 |           27.6 |     results match |
|  267 |   578 |    0   32   64   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    2048     512 |   OK     10 ms |     17.90 ms |       5.30 |   7677.8 |           25.9 |     results match |
|  268 |   578 |    0   32   64   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048     512 |   OK      8 ms |     15.52 ms |       4.56 |   8854.8 |           30.1 |     results match |
|  269 |   578 |    0   32   64   32   16    8   16    8    2    2    4    0    0    0    0    1 |      16       8 |    2048     512 |   OK     12 ms |     17.05 ms |       5.02 |   8060.2 |           27.4 |     results match |
|  270 |   578 |    0   32   64   32   16    8   16    8    2    2    4    0    0    1    1    1 |      16       8 |    2048     512 |   OK     10 ms |     13.46 ms |       3.97 |  10211.5 |           34.6 |     results match |
|  271 |   578 |    0   32   64   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    1024 |   OK     10 ms |     24.64 ms |       7.21 |   5577.8 |           19.1 |     results match |
|  272 |   578 |    0   32   64   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     10 ms |     21.14 ms |       6.28 |   6501.7 |           21.9 |     results match |
|  273 |   578 |    0   32   64   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    2048    1024 |   OK     10 ms |     20.77 ms |       6.13 |   6616.0 |           22.4 |     results match |
|  274 |   578 |    0   32   64   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    2048    1024 |   OK      9 ms |     15.73 ms |       4.68 |   8735.4 |           29.4 |     results match |
|  275 |   578 |    0   32   64   32   16   16   16   16    2    1    4    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     18.40 ms |       5.40 |   7466.6 |           25.4 |     results match |
|  276 |   578 |    0   32   64   32   16   16   16   16    2    1    4    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     11 ms |     14.36 ms |       4.26 |   9572.8 |           32.2 |     results match |
|  277 |   578 |    0   32   64   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     25.66 ms |       7.47 |   5356.2 |           18.4 |     results match |
|  278 |   578 |    0   32   64   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     11 ms |     15.68 ms |       4.66 |   8763.3 |           29.5 |     results match |
|  279 |   578 |    0   32   64   32   16   16   16   16    2    2    2    0    0    0    0    1 |      16      16 |    2048    1024 |   OK     10 ms |     23.58 ms |       6.91 |   5828.7 |           19.9 |     results match |
|  280 |   578 |    0   32   64   32   16   16   16   16    2    2    2    0    0    1    1    1 |      16      16 |    2048    1024 |   OK     10 ms |     14.90 ms |       4.40 |   9225.2 |           31.3 |     results match |
|  281 |   578 |    0   32   64   32   16   16   16   16    2    2    4    0    0    0    0    1 |      16      16 |    2048    1024 |   OK      9 ms |     17.78 ms |       5.24 |   7729.6 |           26.2 |     results match |
|  282 |   578 |    0   32   64   32   16   16   16   16    2    2    4    0    0    1    1    1 |      16      16 |    2048    1024 |   OK      9 ms |     13.97 ms |       4.15 |   9835.0 |           33.1 |     results match |
|  283 |   578 |    0   32   64   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    2048    2048 |   OK      9 ms |     32.09 ms |       9.48 |   4282.6 |           14.5 |     results match |
