|   ID | total |                                                                           param |      local      |      global     |       compiles |         time |          J |  GFLOP/s |     GFLOP/watt |            status |
|   10 |   578 |    0   16   16   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    2048    4096 |   OK     25 ms |     44.82 ms |      13.16 |   3066.0 |           10.4 |     results match |
|   11 |   578 |    0   16   16   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    2048    4096 |   OK     26 ms |     44.16 ms |      13.07 |   3112.2 |           10.5 |     results match |
|   12 |   578 |    0   16   16   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    2048    4096 |   OK     23 ms |     39.40 ms |      11.77 |   3487.9 |           11.7 |     results match |
|   13 |   578 |    0   16   16   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    4096    2048 |   OK     24 ms |     59.26 ms |      17.49 |   2319.0 |            7.9 |     results match |
|   14 |   578 |    0   16   16   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    4096    2048 |   OK     12 ms |     44.62 ms |      13.27 |   3079.5 |           10.4 |     results match |
|   15 |   578 |    0   16   16   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    4096    2048 |   OK     26 ms |     46.79 ms |      13.77 |   2936.8 |           10.0 |     results match |
|   16 |   578 |    0   16   16   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    4096    2048 |   OK     22 ms |     33.41 ms |       9.84 |   4113.4 |           14.0 |     results match |
|   17 |   578 |    0   16   16   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    4096    4096 |   OK     38 ms |     72.80 ms |      21.72 |   1887.7 |            6.3 |     results match |
|   18 |   578 |    0   16   16   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    4096    4096 |   OK     26 ms |     48.47 ms |      14.47 |   2835.2 |            9.5 |     results match |
|   19 |   578 |    0   16   32   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     32 ms |     28.71 ms |       8.48 |   4787.3 |           16.2 |     results match |
|   20 |   578 |    0   16   32   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     26 ms |     30.07 ms |       8.87 |   4570.5 |           15.5 |     results match |
|   21 |   578 |    0   16   32   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     13 ms |     26.23 ms |       7.60 |   5240.1 |           18.1 |     results match |
|   22 |   578 |    0   16   32   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     32 ms |     22.52 ms |       6.65 |   6103.0 |           20.7 |     results match |
|   23 |   578 |    0   16   32   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     30 ms |     20.57 ms |       6.12 |   6681.4 |           22.5 |     results match |
|   24 |   578 |    0   16   32   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     24 ms |     20.38 ms |       6.04 |   6744.4 |           22.8 |     results match |
|   25 |   578 |    0   16   32   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     26 ms |     26.77 ms |       7.81 |   5132.5 |           17.6 |     results match |
|   26 |   578 |    0   16   32   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     24 ms |     22.10 ms |       6.56 |   6218.3 |           21.0 |     results match |
|   27 |   578 |    0   16   32   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     22 ms |     26.18 ms |       7.66 |   5249.0 |           17.9 |     results match |
|   28 |   578 |    0   16   32   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     29 ms |     20.42 ms |       6.05 |   6728.6 |           22.7 |     results match |
|   29 |   578 |    0   16   32   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    2048    1024 |   OK     21 ms |     19.24 ms |       5.67 |   7141.5 |           24.2 |     results match |
|   30 |   578 |    0   16   32   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    2048    1024 |   OK     25 ms |     18.13 ms |       5.36 |   7578.0 |           25.6 |     results match |
|   31 |   578 |    0   16   32   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    2048    2048 |   OK     24 ms |     37.73 ms |      11.11 |   3642.4 |           12.4 |     results match |
|   32 |   578 |    0   16   32   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    2048    2048 |   OK     28 ms |     30.26 ms |       9.03 |   4540.7 |           15.2 |     results match |
|   33 |   578 |    0   16   32   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    2048    2048 |   OK     19 ms |     32.00 ms |       9.44 |   4294.7 |           14.6 |     results match |
|   34 |   578 |    0   16   32   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    2048    2048 |   OK     26 ms |     24.17 ms |       7.15 |   5685.5 |           19.2 |     results match |
|   35 |   578 |    0   16   32   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    2048    2048 |   OK     31 ms |     33.34 ms |       9.82 |   4121.5 |           14.0 |     results match |
|   36 |   578 |    0   16   32   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    2048    2048 |   OK     25 ms |     23.06 ms |       6.80 |   5959.7 |           20.2 |     results match |
|   37 |   578 |    0   16   32   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    2048    2048 |   OK     26 ms |     26.58 ms |       7.91 |   5170.1 |           17.4 |     results match |
|   38 |   578 |    0   16   32   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    2048    2048 |   OK     32 ms |     21.69 ms |       6.44 |   6337.2 |           21.3 |     results match |
|   39 |   578 |    0   16   32   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    2048    4096 |   OK     26 ms |     54.00 ms |      15.85 |   2544.7 |            8.7 |     results match |
|   40 |   578 |    0   16   32   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    2048    4096 |   OK     31 ms |     35.48 ms |      10.51 |   3873.1 |           13.1 |     results match |
|   41 |   578 |    0   16   32   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    2048    4096 |   OK     23 ms |     37.33 ms |      11.06 |   3681.5 |           12.4 |     results match |
|   42 |   578 |    0   16   32   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    2048    4096 |   OK     10 ms |     33.30 ms |       9.84 |   4127.1 |           14.0 |     results match |
|   43 |   578 |    0   16   32   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    4096    1024 |   OK     12 ms |     43.66 ms |      12.78 |   3147.6 |           10.8 |     results match |
|   44 |   578 |    0   16   32   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    4096    1024 |   OK     40 ms |     36.23 ms |      10.63 |   3793.1 |           12.9 |     results match |
|   45 |   578 |    0   16   32   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    4096    1024 |   OK     26 ms |     33.16 ms |       9.84 |   4144.5 |           14.0 |     results match |
|   46 |   578 |    0   16   32   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    4096    1024 |   OK     25 ms |     24.86 ms |       7.35 |   5528.4 |           18.7 |     results match |
|   47 |   578 |    0   16   32   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    4096    1024 |   OK     13 ms |     28.17 ms |       8.28 |   4877.9 |           16.6 |     results match |
|   48 |   578 |    0   16   32   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    4096    1024 |   OK     19 ms |     22.11 ms |       6.49 |   6215.5 |           21.2 |     results match |
|   49 |   578 |    0   16   32   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    4096    2048 |   OK     13 ms |     51.77 ms |      15.37 |   2654.7 |            8.9 |     results match |
|   50 |   578 |    0   16   32   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    4096    2048 |   OK     19 ms |     36.77 ms |      11.00 |   3737.2 |           12.5 |     results match |
|   51 |   578 |    0   16   32   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    4096    2048 |   OK     23 ms |     37.13 ms |      10.94 |   3701.1 |           12.6 |     results match |
|   52 |   578 |    0   16   32   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    4096    2048 |   OK     47 ms |     26.45 ms |       7.79 |   5196.0 |           17.6 |     results match |
|   53 |   578 |    0   16   32   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    4096    4096 |   OK     18 ms |     65.85 ms |      19.51 |   2086.9 |            7.0 |     results match |
|   54 |   578 |    0   16   32   32   16   32   16   32    2    1    1    0    0    1    1    1 |      16      32 |    4096    4096 |   OK     10 ms |     43.39 ms |      12.87 |   3167.0 |           10.7 |     results match |
|   55 |   578 |    0   16   64   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    2048     512 |   OK      9 ms |     23.20 ms |       6.86 |   5922.9 |           20.0 |     results match |
|   56 |   578 |    0   16   64   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    2048     512 |   OK     16 ms |     32.83 ms |       9.52 |   4185.7 |           14.4 |     results match |
|   57 |   578 |    0   16   64   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    2048     512 |   OK     10 ms |     21.04 ms |       6.23 |   6531.4 |           22.1 |     results match |
|   58 |   578 |    0   16   64   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    2048     512 |   OK     22 ms |     21.44 ms |       6.33 |   6410.5 |           21.7 |     results match |
|   59 |   578 |    0   16   64   32    8    8    8    8    2    1    4    0    0    0    0    1 |       8       8 |    2048     512 |   OK     18 ms |     20.38 ms |       6.05 |   6742.3 |           22.7 |     results match |
|   60 |   578 |    0   16   64   32    8    8    8    8    2    1    4    0    0    1    1    1 |       8       8 |    2048     512 |   OK     24 ms |     17.91 ms |       5.30 |   7671.0 |           25.9 |     results match |
|   61 |   578 |    0   16   64   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    2048     512 |   OK     10 ms |     21.71 ms |       6.37 |   6330.7 |           21.6 |     results match |
|   62 |   578 |    0   16   64   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    2048     512 |   OK     20 ms |     23.35 ms |       6.84 |   5885.1 |           20.1 |     results match |
|   63 |   578 |    0   16   64   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    2048     512 |   OK     25 ms |     19.71 ms |       5.85 |   6971.7 |           23.5 |     results match |
|   64 |   578 |    0   16   64   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    2048     512 |   OK     19 ms |     20.51 ms |       6.09 |   6701.6 |           22.6 |     results match |
|   65 |   578 |    0   16   64   32    8    8    8    8    2    2    4    0    0    0    0    1 |       8       8 |    2048     512 |   OK     22 ms |     17.92 ms |       5.31 |   7668.7 |           25.9 |     results match |
|   66 |   578 |    0   16   64   32    8    8    8    8    2    2    4    0    0    1    1    1 |       8       8 |    2048     512 |   OK     28 ms |     16.84 ms |       4.99 |   8160.2 |           27.5 |     results match |
|   67 |   578 |    0   16   64   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    2048    1024 |   OK     14 ms |     26.29 ms |       7.78 |   5226.8 |           17.7 |     results match |
|   68 |   578 |    0   16   64   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     26 ms |     27.07 ms |       7.95 |   5075.8 |           17.3 |     results match |
|   69 |   578 |    0   16   64   32    8   16    8   16    2    1    2    0    0    0    0    1 |       8      16 |    2048    1024 |   OK     15 ms |     22.28 ms |       6.51 |   6167.2 |           21.1 |     results match |
|   70 |   578 |    0   16   64   32    8   16    8   16    2    1    2    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     21 ms |     19.64 ms |       5.82 |   6997.8 |           23.6 |     results match |
|   71 |   578 |    0   16   64   32    8   16    8   16    2    1    4    0    0    0    0    1 |       8      16 |    2048    1024 |   OK     22 ms |     18.99 ms |       5.61 |   7235.3 |           24.5 |     results match |
|   72 |   578 |    0   16   64   32    8   16    8   16    2    1    4    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     18 ms |     17.34 ms |       5.12 |   7923.7 |           26.9 |     results match |
|   73 |   578 |    0   16   64   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    2048    1024 |   OK      9 ms |     26.45 ms |       7.68 |   5195.6 |           17.9 |     results match |
|   74 |   578 |    0   16   64   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     24 ms |     20.12 ms |       5.96 |   6828.8 |           23.1 |     results match |
|   75 |   578 |    0   16   64   32    8   16    8   16    2    2    2    0    0    0    0    1 |       8      16 |    2048    1024 |   OK     10 ms |     24.49 ms |       7.22 |   5612.0 |           19.0 |     results match |
|   76 |   578 |    0   16   64   32    8   16    8   16    2    2    2    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     14 ms |     18.31 ms |       5.45 |   7503.5 |           25.2 |     results match |
|   77 |   578 |    0   16   64   32    8   16    8   16    2    2    4    0    0    0    0    1 |       8      16 |    2048    1024 |   OK     14 ms |     17.92 ms |       5.25 |   7668.3 |           26.2 |     results match |
|   78 |   578 |    0   16   64   32    8   16    8   16    2    2    4    0    0    1    1    1 |       8      16 |    2048    1024 |   OK     34 ms |     16.05 ms |       4.79 |   8561.2 |           28.7 |     results match |
|   79 |   578 |    0   16   64   32    8   32    8   32    2    1    1    0    0    0    0    1 |       8      32 |    2048    2048 |   OK     28 ms |     33.85 ms |      10.00 |   4060.0 |           13.7 |     results match |
|   80 |   578 |    0   16   64   32    8   32    8   32    2    1    1    0    0    1    1    1 |       8      32 |    2048    2048 |   OK     11 ms |     26.86 ms |       7.97 |   5116.3 |           17.3 |     results match |
|   81 |   578 |    0   16   64   32    8   32    8   32    2    1    2    0    0    0    0    1 |       8      32 |    2048    2048 |   OK     22 ms |     27.96 ms |       8.25 |   4914.4 |           16.7 |     results match |
|   82 |   578 |    0   16   64   32    8   32    8   32    2    1    2    0    0    1    1    1 |       8      32 |    2048    2048 |   OK     22 ms |     21.14 ms |       6.23 |   6500.3 |           22.1 |     results match |
|   83 |   578 |    0   16   64   32    8   32    8   32    2    2    1    0    0    0    0    1 |       8      32 |    2048    2048 |   OK     19 ms |     29.92 ms |       8.80 |   4592.5 |           15.6 |     results match |
|   84 |   578 |    0   16   64   32    8   32    8   32    2    2    1    0    0    1    1    1 |       8      32 |    2048    2048 |   OK     11 ms |     20.78 ms |       6.15 |   6612.3 |           22.4 |     results match |
|   85 |   578 |    0   16   64   32    8   32    8   32    2    2    2    0    0    0    0    1 |       8      32 |    2048    2048 |   OK     18 ms |     24.06 ms |       7.13 |   5712.8 |           19.3 |     results match |
|   86 |   578 |    0   16   64   32    8   32    8   32    2    2    2    0    0    1    1    1 |       8      32 |    2048    2048 |   OK     19 ms |     19.53 ms |       5.80 |   7036.6 |           23.7 |     results match |
|   87 |   578 |    0   16   64   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    4096     512 |   OK     21 ms |     35.73 ms |      10.46 |   3846.0 |           13.1 |     results match |
|   88 |   578 |    0   16   64   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    4096     512 |   OK     95 ms |     40.46 ms |      11.03 |   3396.1 |           12.5 |     results match |
|   89 |   578 |    0   16   64   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    4096     512 |   OK     18 ms |     27.69 ms |       8.12 |   4962.5 |           16.9 |     results match |
|   90 |   578 |    0   16   64   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    4096     512 |   OK     10 ms |     23.95 ms |       7.06 |   5737.5 |           19.5 |     results match |
|   91 |   578 |    0   16   64   32   16    8   16    8    2    1    4    0    0    0    0    1 |      16       8 |    4096     512 |   OK     73 ms |     25.01 ms |       7.42 |   5495.1 |           18.5 |     results match |
|   92 |   578 |    0   16   64   32   16    8   16    8    2    1    4    0    0    1    1    1 |      16       8 |    4096     512 |   OK     21 ms |     20.08 ms |       5.94 |   6844.5 |           23.1 |     results match |
|   93 |   578 |    0   16   64   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    4096    1024 |   OK     16 ms |     39.67 ms |      11.64 |   3463.8 |           11.8 |     results match |
|   94 |   578 |    0   16   64   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    4096    1024 |   OK     15 ms |     34.34 ms |      10.09 |   4002.3 |           13.6 |     results match |
|   95 |   578 |    0   16   64   32   16   16   16   16    2    1    2    0    0    0    0    1 |      16      16 |    4096    1024 |   OK     22 ms |     33.01 ms |       9.82 |   4163.2 |           14.0 |     results match |
|   96 |   578 |    0   16   64   32   16   16   16   16    2    1    2    0    0    1    1    1 |      16      16 |    4096    1024 |   OK     22 ms |     22.74 ms |       6.69 |   6044.3 |           20.5 |     results match |
|   97 |   578 |    0   16   64   32   16   16   16   16    2    1    4    0    0    0    0    1 |      16      16 |    4096    1024 |   OK     21 ms |     27.18 ms |       7.96 |   5056.5 |           17.3 |     results match |
|   98 |   578 |    0   16   64   32   16   16   16   16    2    1    4    0    0    1    1    1 |      16      16 |    4096    1024 |   OK     24 ms |     20.05 ms |       5.98 |   6854.3 |           23.0 |     results match |
|   99 |   578 |    0   16   64   32   16   32   16   32    2    1    1    0    0    0    0    1 |      16      32 |    4096    2048 |   OK     21 ms |     48.85 ms |      14.53 |   2813.1 |            9.5 |     results match |
|  100 |   578 |    0   16   64   32   16   32   16   32    2    1    1    0    0    1    1    1 |      16      32 |    4096    2048 |   OK     21 ms |     34.39 ms |      10.27 |   3995.7 |           13.4 |     results match |
|  101 |   578 |    0   16   64   32   16   32   16   32    2    1    2    0    0    0    0    1 |      16      32 |    4096    2048 |   OK     23 ms |     35.10 ms |      10.41 |   3915.4 |           13.2 |     results match |
|  102 |   578 |    0   16   64   32   16   32   16   32    2    1    2    0    0    1    1    1 |      16      32 |    4096    2048 |   OK     27 ms |     24.43 ms |       7.24 |   5624.5 |           19.0 |     results match |
|  103 |   578 |    0   32   16   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     17 ms |     30.09 ms |       8.91 |   4567.0 |           15.4 |     results match |
|  104 |   578 |    0   32   16   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     23 ms |     30.78 ms |       9.16 |   4464.1 |           15.0 |     results match |
|  105 |   578 |    0   32   16   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     23 ms |     26.70 ms |       7.84 |   5146.9 |           17.5 |     results match |
|  106 |   578 |    0   32   16   32    8    8    8    8    2    1    2    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     25 ms |     26.71 ms |       7.88 |   5144.7 |           17.4 |     results match |
|  107 |   578 |    0   32   16   32    8    8    8    8    2    2    1    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     42 ms |     28.43 ms |       8.40 |   4833.6 |           16.4 |     results match |
|  108 |   578 |    0   32   16   32    8    8    8    8    2    2    1    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     14 ms |     23.67 ms |       6.99 |   5805.2 |           19.7 |     results match |
|  109 |   578 |    0   32   16   32    8    8    8    8    2    2    2    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     22 ms |     24.67 ms |       7.31 |   5571.1 |           18.8 |     results match |
|  110 |   578 |    0   32   16   32    8    8    8    8    2    2    2    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     22 ms |     22.71 ms |       6.73 |   6052.4 |           20.4 |     results match |
|  111 |   578 |    0   32   16   32    8    8    8    8    2    4    1    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     18 ms |     24.51 ms |       7.15 |   5607.0 |           19.2 |     results match |
|  112 |   578 |    0   32   16   32    8    8    8    8    2    4    1    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     10 ms |     22.17 ms |       6.57 |   6197.3 |           20.9 |     results match |
|  113 |   578 |    0   32   16   32    8    8    8    8    2    4    2    0    0    0    0    1 |       8       8 |    1024    2048 |   OK     34 ms |     21.35 ms |       6.27 |   6437.5 |           21.9 |     results match |
|  114 |   578 |    0   32   16   32    8    8    8    8    2    4    2    0    0    1    1    1 |       8       8 |    1024    2048 |   OK     10 ms |     21.12 ms |       6.24 |   6507.9 |           22.0 |     results match |
|  115 |   578 |    0   32   16   32    8   16    8   16    2    1    1    0    0    0    0    1 |       8      16 |    1024    4096 |   OK     13 ms |     40.25 ms |      11.87 |   3414.4 |           11.6 |     results match |
|  116 |   578 |    0   32   16   32    8   16    8   16    2    1    1    0    0    1    1    1 |       8      16 |    1024    4096 |   OK     10 ms |     36.67 ms |      10.81 |   3747.8 |           12.7 |     results match |
|  117 |   578 |    0   32   16   32    8   16    8   16    2    2    1    0    0    0    0    1 |       8      16 |    1024    4096 |   OK     19 ms |     31.37 ms |       9.25 |   4380.1 |           14.8 |     results match |
|  118 |   578 |    0   32   16   32    8   16    8   16    2    2    1    0    0    1    1    1 |       8      16 |    1024    4096 |   OK     11 ms |     31.80 ms |       9.48 |   4321.7 |           14.5 |     results match |
|  119 |   578 |    0   32   16   32    8   16    8   16    2    4    1    0    0    0    0    1 |       8      16 |    1024    4096 |   OK     22 ms |     30.01 ms |       8.90 |   4579.7 |           15.4 |     results match |
|  120 |   578 |    0   32   16   32    8   16    8   16    2    4    1    0    0    1    1    1 |       8      16 |    1024    4096 |   OK     29 ms |     30.26 ms |       8.96 |   4540.7 |           15.3 |     results match |
|  121 |   578 |    0   32   16   32   16    8   16    8    2    1    1    0    0    0    0    1 |      16       8 |    2048    2048 |   OK     25 ms |     37.96 ms |      11.30 |   3620.0 |           12.2 |     results match |
|  122 |   578 |    0   32   16   32   16    8   16    8    2    1    1    0    0    1    1    1 |      16       8 |    2048    2048 |   OK      9 ms |     31.25 ms |       9.20 |   4397.0 |           14.9 |     results match |
|  123 |   578 |    0   32   16   32   16    8   16    8    2    1    2    0    0    0    0    1 |      16       8 |    2048    2048 |   OK     11 ms |     32.03 ms |       9.43 |   4290.8 |           14.6 |     results match |
|  124 |   578 |    0   32   16   32   16    8   16    8    2    1    2    0    0    1    1    1 |      16       8 |    2048    2048 |   OK     29 ms |     25.32 ms |       7.52 |   5428.2 |           18.3 |     results match |
|  125 |   578 |    0   32   16   32   16    8   16    8    2    2    1    0    0    0    0    1 |      16       8 |    2048    2048 |   OK     10 ms |     34.22 ms |      10.03 |   4015.3 |           13.7 |     results match |
|  126 |   578 |    0   32   16   32   16    8   16    8    2    2    1    0    0    1    1    1 |      16       8 |    2048    2048 |   OK     21 ms |     23.72 ms |       7.05 |   5793.5 |           19.5 |     results match |
|  127 |   578 |    0   32   16   32   16    8   16    8    2    2    2    0    0    0    0    1 |      16       8 |    2048    2048 |   OK     13 ms |     27.80 ms |       8.25 |   4944.1 |           16.7 |     results match |
|  128 |   578 |    0   32   16   32   16    8   16    8    2    2    2    0    0    1    1    1 |      16       8 |    2048    2048 |   OK     25 ms |     22.57 ms |       6.68 |   6089.6 |           20.6 |     results match |
|  129 |   578 |    0   32   16   32   16   16   16   16    2    1    1    0    0    0    0    1 |      16      16 |    2048    4096 |   OK     13 ms |     51.30 ms |      15.22 |   2679.1 |            9.0 |     results match |
|  130 |   578 |    0   32   16   32   16   16   16   16    2    1    1    0    0    1    1    1 |      16      16 |    2048    4096 |   OK     21 ms |     37.54 ms |      11.16 |   3660.6 |           12.3 |     results match |
|  131 |   578 |    0   32   16   32   16   16   16   16    2    2    1    0    0    0    0    1 |      16      16 |    2048    4096 |   OK     11 ms |     38.37 ms |      11.35 |   3581.2 |           12.1 |     results match |
|  132 |   578 |    0   32   16   32   16   16   16   16    2    2    1    0    0    1    1    1 |      16      16 |    2048    4096 |   OK     11 ms |     34.25 ms |      10.26 |   4011.9 |           13.4 |     results match |
|  133 |   578 |    0   32   16   32   32    8   32    8    2    1    1    0    0    0    0    1 |      32       8 |    4096    2048 |   OK      9 ms |     52.69 ms |      15.61 |   2608.3 |            8.8 |     results match |
|  134 |   578 |    0   32   16   32   32    8   32    8    2    1    1    0    0    1    1    1 |      32       8 |    4096    2048 |   OK      9 ms |     36.50 ms |      10.78 |   3765.1 |           12.8 |     results match |
|  135 |   578 |    0   32   16   32   32    8   32    8    2    1    2    0    0    0    0    1 |      32       8 |    4096    2048 |   OK     10 ms |     37.93 ms |      11.21 |   3623.5 |           12.3 |     results match |
|  136 |   578 |    0   32   16   32   32    8   32    8    2    1    2    0    0    1    1    1 |      32       8 |    4096    2048 |   OK     11 ms |     27.13 ms |       8.14 |   5066.0 |           16.9 |     results match |
|  137 |   578 |    0   32   16   32   32   16   32   16    2    1    1    0    0    0    0    1 |      32      16 |    4096    4096 |   OK     10 ms |     66.13 ms |      19.80 |   2077.9 |            6.9 |     results match |
|  138 |   578 |    0   32   16   32   32   16   32   16    2    1    1    0    0    1    1    1 |      32      16 |    4096    4096 |   OK     10 ms |     44.23 ms |      13.20 |   3107.2 |           10.4 |     results match |
|  139 |   578 |    0   32   32   32    8    8    8    8    2    1    1    0    0    0    0    1 |       8       8 |    1024    1024 |   OK      9 ms |     22.36 ms |       6.60 |   6144.7 |           20.8 |     results match |
|  140 |   578 |    0   32   32   32    8    8    8    8    2    1    1    0    0    1    1    1 |       8       8 |    1024    1024 |   OK     10 ms |     20.96 ms |       6.19 |   6557.9 |           22.2 |     results match |
|  141 |   578 |    0   32   32   32    8    8    8    8    2    1    2    0    0    0    0    1 |       8       8 |    1024    1024 |   OK     10 ms |     21.32 ms |       6.29 |   6444.2 |           21.9 |     results match |
